TeamName,OwnerID,OpponentName,OpponentID,TeamScore,OpponentScore,Week,Year
Wesley,1059914,Steve,1341692,101.36,124.26,2,2012
Andreas,1088807,Rochas,2012141,155.02,113.94,2,2012
romain,1360516,Yehia,1452033,86.18,157.70,2,2012
Christopher,1608834,Lorenzo,2017413,134.88,138.50,2,2012
David,2180569,Gary,3733263,91.62,110.04,2,2012
Dajuan,276726,DB,2442650,130.20,152.64,1,2012
Waso,378644,Rochas,2012141,114.92,138.86,1,2012
John,793573,Lorenzo,2017413,133.90,95.20,1,2012
Wesley,1059914,Dominic,2257022,122.94,140.80,1,2012
Andreas,1088807,David,2180569,127.48,75.32,1,2012
Steve,1341692,romain,1360516,139.68,149.04,1,2012
Yehia,1452033,Gary,3733263,119.52,118.10,1,2012
Christopher,1608834,Matt,3190107,174.74,131.28,1,2012
travis,147885,Noah,1783643,152.97,170.97,16,2011
Scott,167910,Dajuan,276726,115.42,108.28,16,2011
John,793573,Rochas,2012141,102.70,129.06,16,2011
Ben,1005358,Steve,1341692,138.30,94.62,16,2011
Wesley,1059914,Christopher,1608834,106.19,128.55,16,2011
Andreas,1088807,Lorenzo,2017413,165.47,64.02,16,2011
romain,1360516,Ross,2038439,148.88,134.61,16,2011
Nick,1386303,David,2180569,149.39,107.18,16,2011
travis,147885,John,793573,147.80,101.76,15,2011
Scott,167910,Wesley,1059914,208.84,96.39,15,2011
Dajuan,276726,Christopher,1608834,179.08,116.13,15,2011
Ben,1005358,David,2180569,97.51,176.58,15,2011
Andreas,1088807,romain,1360516,75.91,123.64,15,2011
Steve,1341692,Nick,1386303,117.20,119.76,15,2011
Noah,1783643,Rochas,2012141,136.66,115.45,15,2011
Lorenzo,2017413,Ross,2038439,118.96,140.10,15,2011
travis,147885,David,2180569,188.04,125.48,14,2011
Scott,167910,Lorenzo,2017413,98.28,135.52,14,2011
Dajuan,276726,romain,1360516,131.28,168.88,14,2011
John,793573,Ben,1005358,147.54,123.09,14,2011
Wesley,1059914,Ross,2038439,101.99,192.70,14,2011
Andreas,1088807,Christopher,1608834,146.29,129.90,14,2011
Steve,1341692,Rochas,2012141,129.70,179.88,14,2011
Nick,1386303,Noah,1783643,144.54,146.90,14,2011
travis,147885,Christopher,1608834,139.56,147.08,13,2011
Scott,167910,Noah,1783643,131.82,205.13,13,2011
Dajuan,276726,Rochas,2012141,178.22,95.66,13,2011
John,793573,David,2180569,125.56,124.98,13,2011
Ben,1005358,Ross,2038439,183.18,178.66,13,2011
Wesley,1059914,Nick,1386303,69.82,80.66,13,2011
Andreas,1088807,romain,1360516,141.20,65.62,13,2011
Steve,1341692,Lorenzo,2017413,110.22,86.30,13,2011
travis,147885,John,793573,103.43,147.19,12,2011
Scott,167910,Andreas,1088807,84.64,176.75,12,2011
Dajuan,276726,David,2180569,128.64,158.32,12,2011
Ben,1005358,romain,1360516,147.72,115.64,12,2011
Wesley,1059914,Rochas,2012141,113.26,128.34,12,2011
Steve,1341692,Nick,1386303,135.60,138.07,12,2011
Christopher,1608834,Noah,1783643,149.09,119.28,12,2011
Lorenzo,2017413,Ross,2038439,88.31,151.97,12,2011
travis,147885,Dajuan,276726,105.11,104.16,11,2011
Scott,167910,romain,1360516,121.40,181.74,11,2011
John,793573,Noah,1783643,130.78,134.54,11,2011
Ben,1005358,Lorenzo,2017413,114.06,84.35,11,2011
Wesley,1059914,David,2180569,79.91,107.97,11,2011
Andreas,1088807,Christopher,1608834,128.08,108.41,11,2011
Steve,1341692,Rochas,2012141,86.69,143.11,11,2011
Nick,1386303,Ross,2038439,127.40,174.45,11,2011
travis,147885,Noah,1783643,150.20,141.08,10,2011
Scott,167910,Ben,1005358,130.46,116.91,10,2011
Dajuan,276726,Andreas,1088807,140.36,158.24,10,2011
John,793573,Rochas,2012141,96.65,173.16,10,2011
Wesley,1059914,romain,1360516,103.44,100.10,10,2011
Steve,1341692,David,2180569,86.65,155.38,10,2011
Nick,1386303,Ross,2038439,65.78,153.76,10,2011
Christopher,1608834,Lorenzo,2017413,110.34,76.57,10,2011
travis,147885,Steve,1341692,136.93,124.56,9,2011
Scott,167910,John,793573,144.93,108.91,9,2011
Dajuan,276726,Andreas,1088807,133.12,125.10,9,2011
Ben,1005358,Rochas,2012141,112.96,168.68,9,2011
Wesley,1059914,Noah,1783643,124.74,159.80,9,2011
romain,1360516,Christopher,1608834,155.90,121.50,9,2011
Nick,1386303,Lorenzo,2017413,55.11,61.02,9,2011
Ross,2038439,David,2180569,151.45,97.22,9,2011
travis,147885,Ross,2038439,120.95,98.71,8,2011
Scott,167910,Dajuan,276726,166.48,88.00,8,2011
John,793573,Christopher,1608834,153.12,128.21,8,2011
Ben,1005358,David,2180569,84.83,119.36,8,2011
Wesley,1059914,Andreas,1088807,95.88,110.88,8,2011
Steve,1341692,Noah,1783643,165.84,133.53,8,2011
romain,1360516,Nick,1386303,109.94,124.00,8,2011
Rochas,2012141,Lorenzo,2017413,83.27,142.96,8,2011
travis,147885,Ben,1005358,128.70,75.34,7,2011
Scott,167910,Wesley,1059914,158.22,110.01,7,2011
Dajuan,276726,Christopher,1608834,112.58,106.41,7,2011
John,793573,romain,1360516,130.64,79.98,7,2011
Andreas,1088807,Steve,1341692,126.52,137.61,7,2011
Nick,1386303,Rochas,2012141,84.44,110.68,7,2011
Noah,1783643,Ross,2038439,113.47,86.81,7,2011
Lorenzo,2017413,David,2180569,106.18,100.55,7,2011
travis,147885,Lorenzo,2017413,85.24,128.33,6,2011
Scott,167910,Steve,1341692,91.27,161.36,6,2011
Dajuan,276726,John,793573,140.32,139.78,6,2011
Ben,1005358,Noah,1783643,136.30,101.72,6,2011
Wesley,1059914,Christopher,1608834,116.96,101.08,6,2011
Andreas,1088807,Ross,2038439,144.64,124.45,6,2011
romain,1360516,Rochas,2012141,111.40,109.06,6,2011
Nick,1386303,David,2180569,105.98,111.42,6,2011
travis,147885,Nick,1386303,129.54,133.86,5,2011
Scott,167910,Ross,2038439,93.61,119.60,5,2011
Dajuan,276726,romain,1360516,143.58,134.76,5,2011
John,793573,Wesley,1059914,156.40,95.97,5,2011
Ben,1005358,Andreas,1088807,123.01,95.39,5,2011
Steve,1341692,Christopher,1608834,132.04,147.55,5,2011
Noah,1783643,Lorenzo,2017413,147.78,133.80,5,2011
Rochas,2012141,David,2180569,76.54,117.16,5,2011
travis,147885,Rochas,2012141,163.37,115.84,4,2011
Scott,167910,Ben,1005358,161.70,169.70,4,2011
Dajuan,276726,Wesley,1059914,92.16,124.76,4,2011
John,793573,Steve,1341692,68.67,163.14,4,2011
Andreas,1088807,Lorenzo,2017413,153.27,187.94,4,2011
romain,1360516,David,2180569,115.08,128.34,4,2011
Nick,1386303,Noah,1783643,103.46,183.94,4,2011
Christopher,1608834,Ross,2038439,128.54,144.98,4,2011
travis,147885,David,2180569,130.58,153.50,3,2011
Scott,167910,Lorenzo,2017413,134.42,101.34,3,2011
Dajuan,276726,Steve,1341692,106.44,149.36,3,2011
John,793573,Ross,2038439,119.00,111.24,3,2011
Ben,1005358,Christopher,1608834,148.60,141.49,3,2011
Wesley,1059914,romain,1360516,64.71,169.71,3,2011
Andreas,1088807,Nick,1386303,104.32,140.92,3,2011
Noah,1783643,Rochas,2012141,135.75,129.58,3,2011
travis,147885,romain,1360516,154.92,131.23,2,2011
Scott,167910,Nick,1386303,166.21,181.98,2,2011
Dajuan,276726,Ross,2038439,122.24,117.97,2,2011
John,793573,Ben,1005358,133.35,123.39,2,2011
Wesley,1059914,Steve,1341692,158.36,161.07,2,2011
Andreas,1088807,Rochas,2012141,126.20,168.52,2,2011
Christopher,1608834,Lorenzo,2017413,82.07,81.33,2,2011
Noah,1783643,David,2180569,167.65,148.20,2,2011
travis,147885,Steve,1341692,119.13,170.76,1,2011
Scott,167910,Rochas,2012141,98.70,178.78,1,2011
Dajuan,276726,Ben,1005358,111.72,141.72,1,2011
John,793573,Lorenzo,2017413,126.08,155.08,1,2011
Wesley,1059914,Ross,2038439,127.46,146.60,1,2011
Andreas,1088807,David,2180569,104.11,141.26,1,2011
romain,1360516,Noah,1783643,108.66,139.36,1,2011
Nick,1386303,Christopher,1608834,145.30,120.67,1,2011
Dajuan,276726,alex,1386356,202.27,163.60,16,2010
Monterrius,456417,Graeme,1383411,131.53,146.83,16,2010
Tyler,675498,No Opponent,No Opponent,90.32,No Opponent,16,2010
John,793573,romain,1360516,127.75,144.00,16,2010
Phillip,1085222,No Opponent,No Opponent,119.93,No Opponent,16,2010
Andreas,1088807,No Opponent,No Opponent,95.11,No Opponent,16,2010
Young,1305209,No Opponent,No Opponent,72.24,No Opponent,16,2010
Steve,1341692,No Opponent,No Opponent,81.92,No Opponent,16,2010
Dewayne,1375271,No Opponent,No Opponent,102.77,No Opponent,16,2010
Mr Chas,1376451,Nick,1386303,157.40,164.98,16,2010
jesse,1386260,No Opponent,No Opponent,118.39,No Opponent,16,2010
dale,1386369,No Opponent,No Opponent,93.68,No Opponent,16,2010
Dajuan,276726,Monterrius,456417,173.64,161.84,15,2010
Tyler,675498,No Opponent,No Opponent,127.57,No Opponent,15,2010
John,793573,Mr Chas,1376451,148.45,115.65,15,2010
Phillip,1085222,No Opponent,No Opponent,131.12,No Opponent,15,2010
Andreas,1088807,No Opponent,No Opponent,97.13,No Opponent,15,2010
Young,1305209,No Opponent,No Opponent,94.51,No Opponent,15,2010
Steve,1341692,No Opponent,No Opponent,133.54,No Opponent,15,2010
romain,1360516,Nick,1386303,155.30,143.60,15,2010
Dewayne,1375271,No Opponent,No Opponent,116.88,No Opponent,15,2010
Graeme,1383411,alex,1386356,105.45,118.10,15,2010
jesse,1386260,No Opponent,No Opponent,125.32,No Opponent,15,2010
dale,1386369,No Opponent,No Opponent,116.91,No Opponent,15,2010
Dajuan,276726,Mr Chas,1376451,89.57,127.19,14,2010
Monterrius,456417,John,793573,128.58,152.75,14,2010
Tyler,675498,No Opponent,No Opponent,154.45,No Opponent,14,2010
Phillip,1085222,No Opponent,No Opponent,160.22,No Opponent,14,2010
Andreas,1088807,No Opponent,No Opponent,124.82,No Opponent,14,2010
Young,1305209,No Opponent,No Opponent,106.83,No Opponent,14,2010
Steve,1341692,No Opponent,No Opponent,83.82,No Opponent,14,2010
romain,1360516,Graeme,1383411,159.15,137.34,14,2010
Dewayne,1375271,No Opponent,No Opponent,92.57,No Opponent,14,2010
jesse,1386260,No Opponent,No Opponent,118.00,No Opponent,14,2010
Nick,1386303,alex,1386356,126.02,92.60,14,2010
dale,1386369,No Opponent,No Opponent,108.25,No Opponent,14,2010
Dajuan,276726,John,793573,139.32,193.91,13,2010
Monterrius,456417,jesse,1386260,165.00,115.97,13,2010
Tyler,675498,Andreas,1088807,104.37,75.51,13,2010
Phillip,1085222,Nick,1386303,129.53,146.73,13,2010
Young,1305209,romain,1360516,121.85,132.34,13,2010
Steve,1341692,Graeme,1383411,113.85,163.80,13,2010
Dewayne,1375271,alex,1386356,106.17,175.60,13,2010
Mr Chas,1376451,dale,1386369,150.00,93.81,13,2010
Dajuan,276726,romain,1360516,106.90,137.77,12,2010
Monterrius,456417,Young,1305209,125.99,91.88,12,2010
Tyler,675498,jesse,1386260,121.32,97.87,12,2010
John,793573,dale,1386369,146.75,155.60,12,2010
Phillip,1085222,Steve,1341692,131.93,73.92,12,2010
Andreas,1088807,Graeme,1383411,158.47,135.97,12,2010
Dewayne,1375271,Mr Chas,1376451,83.67,182.05,12,2010
Nick,1386303,alex,1386356,177.19,138.60,12,2010
Dajuan,276726,Monterrius,456417,152.25,161.12,11,2010
Tyler,675498,Young,1305209,149.90,88.06,11,2010
John,793573,Dewayne,1375271,147.96,123.47,11,2010
Phillip,1085222,alex,1386356,130.31,139.55,11,2010
Andreas,1088807,Steve,1341692,139.98,166.85,11,2010
romain,1360516,dale,1386369,157.05,134.01,11,2010
Mr Chas,1376451,Nick,1386303,135.60,127.31,11,2010
Graeme,1383411,jesse,1386260,208.77,156.50,11,2010
Dajuan,276726,Tyler,675498,190.35,108.52,10,2010
Monterrius,456417,dale,1386369,196.63,156.37,10,2010
John,793573,Nick,1386303,110.95,88.11,10,2010
Phillip,1085222,Mr Chas,1376451,96.59,142.90,10,2010
Andreas,1088807,jesse,1386260,130.57,126.08,10,2010
Young,1305209,Graeme,1383411,107.10,100.31,10,2010
Steve,1341692,alex,1386356,160.45,232.75,10,2010
romain,1360516,Dewayne,1375271,127.27,128.98,10,2010
Dajuan,276726,Graeme,1383411,168.95,140.83,9,2010
Monterrius,456417,Dewayne,1375271,121.40,113.33,9,2010
Tyler,675498,dale,1386369,155.59,72.51,9,2010
John,793573,Phillip,1085222,164.52,94.21,9,2010
Andreas,1088807,Young,1305209,133.15,123.78,9,2010
Steve,1341692,jesse,1386260,110.61,92.77,9,2010
romain,1360516,Nick,1386303,132.86,128.75,9,2010
Mr Chas,1376451,alex,1386356,90.70,95.05,9,2010
Dajuan,276726,Andreas,1088807,135.08,99.72,8,2010
Monterrius,456417,Nick,1386303,93.03,121.87,8,2010
Tyler,675498,Dewayne,1375271,92.13,118.87,8,2010
John,793573,alex,1386356,162.00,68.42,8,2010
Phillip,1085222,romain,1360516,110.97,175.80,8,2010
Young,1305209,jesse,1386260,91.19,136.89,8,2010
Steve,1341692,Mr Chas,1376451,100.21,124.10,8,2010
Graeme,1383411,dale,1386369,153.43,160.43,8,2010
Dajuan,276726,jesse,1386260,142.73,165.38,7,2010
Monterrius,456417,Phillip,1085222,113.41,100.00,7,2010
Tyler,675498,Nick,1386303,147.22,214.25,7,2010
John,793573,Mr Chas,1376451,113.60,117.45,7,2010
Andreas,1088807,dale,1386369,158.98,86.52,7,2010
Young,1305209,Steve,1341692,145.02,91.52,7,2010
romain,1360516,alex,1386356,90.22,185.45,7,2010
Dewayne,1375271,Graeme,1383411,163.31,91.00,7,2010
Dajuan,276726,Young,1305209,160.35,124.45,6,2010
Monterrius,456417,alex,1386356,135.72,161.57,6,2010
Tyler,675498,Phillip,1085222,106.88,122.83,6,2010
John,793573,Steve,1341692,123.79,161.71,6,2010
Andreas,1088807,Dewayne,1375271,116.67,118.06,6,2010
romain,1360516,Mr Chas,1376451,143.03,91.04,6,2010
Graeme,1383411,Nick,1386303,154.95,93.85,6,2010
jesse,1386260,dale,1386369,102.97,111.63,6,2010
Dajuan,276726,Steve,1341692,131.07,127.63,5,2010
Monterrius,456417,Mr Chas,1376451,121.82,133.60,5,2010
Tyler,675498,alex,1386356,139.48,151.55,5,2010
John,793573,romain,1360516,118.74,129.62,5,2010
Phillip,1085222,Graeme,1383411,143.16,101.45,5,2010
Andreas,1088807,Nick,1386303,111.15,140.30,5,2010
Young,1305209,dale,1386369,140.00,107.15,5,2010
Dewayne,1375271,jesse,1386260,148.15,183.05,5,2010
Dajuan,276726,dale,1386369,99.82,116.55,4,2010
Monterrius,456417,John,793573,91.12,138.90,4,2010
Tyler,675498,Mr Chas,1376451,64.10,105.55,4,2010
Phillip,1085222,Andreas,1088807,114.99,81.95,4,2010
Young,1305209,Dewayne,1375271,150.90,88.53,4,2010
Steve,1341692,romain,1360516,100.65,112.92,4,2010
Graeme,1383411,alex,1386356,156.37,132.59,4,2010
jesse,1386260,Nick,1386303,139.15,111.65,4,2010
